AYDINLATMA,MESKEN,SANAYI,TARIMSAL_SULAMA,TICARETHANE,TUKETIM_GENEL_TOPLAM,TUKETIM_PAYI(%),BIYOKUTLE_LISANSSIZ,GUNES_LISANSSIZ,HIDROLIK_LISANSSIZ,RUZGAR_LISANSSIZ,LISANSSIZ_GENEL_TOPLAM,URETIM_LISANSLI,LISANSLI_ORAN,NUFUS,GSYH,ENLEM,BOYLAM,KUZEYDOĞU_SINIR_ENLEM,KUZEYDOĞU_SINIR_BOYLAM,GUNEYBATI_SINIR_ENLEM,GUNEYBATI_SINIR_BOYLAM,ALAN,TARIH,ILLER,BOLGE,YEAR
4627.84,20791.53,10145.07,1.2,15287.66,50853.3,0.25,0,0,668.14,0,668.14,34023.37,0.13,345662,465465264.6,41.02005,40.523449,41.046492,40.586802,41.010782,40.478578,3835,2021-01-01,RIZE,KARADENIZ BOLGESI,2021
6099.84,64307.87,207827.71,3821.77,57712.07,339769.26,1.7,0,4.16,0,0,4.16,58265.25,0.22,1060876,465465264.6,40.7568793,30.378138,40.825518,30.439832,40.686199,30.322138,4824,2021-01-01,SAKARYA,MARMARA BOLGESI,2021
11641.94,87741.87,130090.74,735.29,57311.92,287521.75,1.44,0.01,1561.75,0,609.73,2171.49,905977.45,3.42,1371274,465465264.6,41.292782,36.33128,41.344134,36.381205,41.235002,36.249519,9725,2021-01-01,SAMSUN,KARADENIZ BOLGESI,2021
6868.02,106012.23,56103.13,43941.34,66562.33,279487.05,1.4,0,38400.87,0,0,38400.87,723639.81,2.73,2143020,465465264.6,37.15,38.8,37.189639,38.840876,37.098274,38.767868,19242,2021-01-01,SANLIURFA,GUNEYDOGU ANADOLU BOLGESI,2021
2267.62,13059.11,15429.5,-215.54,9941.53,40482.22,0.2,0,570.89,0,0,570.89,114498.33,0.43,331980,465465264.6,37.94429,41.93288,37.95594,41.963658,37.909671,41.872547,5717,2021-01-01,SIIRT,GUNEYDOGU ANADOLU BOLGESI,2021
2672.41,16076.93,5947.79,79.4,8318.8,33095.33,0.17,0,1.72,0,0,1.72,40827.76,0.15,218408,465465264.6,42.0264222,35.1550745,42.032135,35.194947,42.012675,35.115957,5717,2021-01-01,SINOP,KARADENIZ BOLGESI,2021
1838.2,20082.7,3691.31,-23.36,28007.01,53595.86,0.27,0,2166.43,0,0,2166.43,176219.76,0.66,546589,465465264.6,37.5163889,42.4611111,37.533572,42.471127,37.500093,42.444631,7078,2021-01-01,SIRNAK,DOGU ANADOLU BOLGESI,2021
6343.91,32725.95,47212.53,508.89,26367.65,113158.93,0.57,0,5359.83,0,0,5359.83,339037.71,1.28,636121,465465264.6,39.747662,37.017879,39.783669,37.061673,39.699024,36.919858,28164,2021-01-01,SIVAS,IC ANADOLU BOLGESI,2021
8847.88,30328.74,487012.42,767.36,86149.06,613105.46,3.07,0.13,225.81,0,321.82,547.75,569875.04,2.15,1113400,465465264.6,40.9833333,27.5166667,40.996723,27.600252,40.937704,27.468993,6190,2021-01-01,TEKIRDAG,MARMARA BOLGESI,2021
5111.04,32144.41,14513.36,132.79,19906.31,71807.91,0.36,941.07,1325.05,0,993.37,3259.49,136546.46,0.52,602567,465465264.6,40.3166667,36.55,40.358932,36.593219,40.267868,36.469662,10042,2021-01-01,TOKAT,KARADENIZ BOLGESI,2021
10259.7,50036.42,17370.03,64.3,35783.56,113514.01,0.57,0,67.71,0,0,67.71,30140.17,0.11,816684,465465264.6,41,39.7333333,41.01237,39.82051,40.955736,39.652407,4628,2021-01-01,TRABZON,KARADENIZ BOLGESI,2021
1168.16,3998.85,529.17,18.79,5626.11,11341.08,0.06,0,86.38,0,0,86.38,7898.42,0.03,83645,465465264.6,39.1079868,39.5401672,39.113477,39.55185,39.094534,39.530015,7582,2021-01-01,TUNCELI,DOGU ANADOLU BOLGESI,2021
4691.18,21958.61,124784.23,1975.09,15758.98,169168.09,0.85,0,5931.33,0,0,5931.33,16910.12,0.06,373183,465465264.6,38.682301,29.40819,38.71588,29.469838,38.630679,29.355936,5555,2021-01-01,USAK,EGE BOLGESI,2021
6795.96,53281.88,9201.31,617.47,29620.78,99517.41,0.5,0,3962.9,0,0,3962.9,16383.27,0.06,1141015,465465264.6,38.4941667,43.38,38.580314,43.455356,38.42188,43.269524,20921,2021-01-01,VAN,DOGU ANADOLU BOLGESI,2021
2155.05,22136.46,28219.14,593.21,15530.73,68634.59,0.34,725.25,1.2,0,0,726.45,121449,0.46,291001,465465264.6,40.65,29.2666667,40.66806,29.316536,40.634138,29.210233,798,2021-01-01,YALOVA,MARMARA BOLGESI,2021
4556.92,20426.96,13573.36,927.95,18223.51,57708.7,0.29,0,5472.03,0,0,5472.03,528.02,0,418500,465465264.6,39.82,34.8044444,39.838423,34.858236,39.798968,34.771094,13690,2021-01-01,YOZGAT,IC ANADOLU BOLGESI,2021
7872.09,36895.2,37540.69,371.89,20913.21,103593.08,0.52,1211.28,0,0,0,1211.28,1803269.58,6.8,589684,465465264.6,41.456409,31.798731,41.480784,31.874425,41.425296,31.757052,3342,2021-01-01,ZONGULDAK,KARADENIZ BOLGESI,2021
12305.06,159337.87,300072.58,4654.77,99444.66,575814.94,3.02,59.2,16026.31,0,0,16085.52,1448847.06,6.14,2263373,465465264.6,37,35.3213333,37.072004,35.461995,36.935523,35.174706,13844,2021-02-01,ADANA,AKDENIZ BOLGESI,2021
2818.81,23682.54,49806.75,685.82,17543.31,94537.23,0.5,0,15056.2,0,0,15056.2,86175.66,0.37,632148,465465264.6,37.7641667,38.2761667,37.825667,38.335465,37.717086,38.188188,7337,2021-02-01,ADIYAMAN,GUNEYDOGU ANADOLU BOLGESI,2021
5667.8,34830.88,65085.7,3580.04,31709.61,140874.03,0.74,0,31647.27,0,0,31647.27,122822.63,0.52,744179,465465264.6,38.76376,30.54034,38.802105,30.611167,38.714289,30.44232,14016,2021-02-01,AFYONKARAHISAR,EGE BOLGESI,2021
2161.55,19034.47,1677.2,4.15,12222.29,35099.66,0.18,0,1720.58,0,0,1720.58,52.71,0,524644,465465264.6,39.7216667,43.0566667,39.748605,43.085241,39.688144,43.001778,11099,2021-02-01,AGRI,DOGU ANADOLU BOLGESI,2021
2958.9,19283.45,25550.23,1164.84,13788.54,62745.96,0.33,116.19,13279.79,0,0,13395.98,3703.45,0.02,429069,465465264.6,38.36869,34.03698,38.446724,34.088698,38.297012,33.932515,7659,2021-02-01,AKSARAY,IC ANADOLU BOLGESI,2021
2661.55,18003.89,13064.02,983.49,12580.97,47293.92,0.25,0,3893.93,0,157.98,4051.91,44460.56,0.19,335331,465465264.6,40.65,35.8333333,40.672834,35.856321,40.636911,35.789091,5628,2021-02-01,AMASYA,KARADENIZ BOLGESI,2021
28642.82,387746.17,425810.67,3153.93,356155.72,1201509.32,6.29,330.78,43457.6,0,0,43788.39,415019.83,1.76,5747325,465465264.6,39.92077,32.85411,40.100981,33.024866,39.722821,32.499097,25632,2021-02-01,ANKARA,IC ANADOLU BOLGESI,2021
16732.23,255394.2,108675.9,7826.41,170336.11,558964.85,2.93,0,19455.32,0,0,19455.32,468027.12,1.98,2619832,465465264.6,36.88414,30.70563,36.975178,30.840953,36.785866,30.516095,20177,2021-02-01,ANTALYA,AKDENIZ BOLGESI,2021
929.74,3766.42,143.08,0.31,5087.66,9927.21,0.05,0,396.97,0,0,396.97,17407.21,0.07,94932,465465264.6,41.110481,42.702171,41.121467,42.717129,41.09891,42.686418,4934,2021-02-01,ARDAHAN,DOGU ANADOLU BOLGESI,2021
2915.67,12565.41,11396.48,23.77,8456.45,35357.78,0.19,0,0,0,0,0,157686.57,0.67,169543,465465264.6,41.1833333,41.8166667,41.207078,41.854799,41.155415,41.777361,7393,2021-02-01,ARTVIN,KARADENIZ BOLGESI,2021
5217.03,102240.63,59518.45,3364.03,55574.17,225914.29,1.18,3579.89,14644.28,0,0,18224.17,544276.57,2.31,1134031,465465264.6,37.8444,27.8458,37.870997,27.885355,37.819573,27.790522,8116,2021-02-01,AYDIN,EGE BOLGESI,2021
7867.28,88779.6,118687.51,7535.33,50802.56,273672.29,1.43,0,8470.43,0,3329.77,11800.21,1252442.09,5.31,1250610,465465264.6,39.648369,27.88261,39.693666,27.95241,39.612411,27.838313,14583,2021-02-01,BALIKESIR,MARMARA BOLGESI,2021
2502.87,11903.3,50548.53,116.3,6448.95,71519.96,0.37,0,5.26,0,0,5.26,6642.96,0.03,201711,465465264.6,41.6344444,32.3375,41.656542,32.37105,41.613513,32.297457,2330,2021-02-01,BARTIN,KARADENIZ BOLGESI,2021
2559.02,27447.15,20528.25,515.09,19761.07,70810.56,0.37,15.13,2454.91,0,0,2470.04,18079.93,0.08,626319,465465264.6,37.881168,41.13509,37.947274,41.17603,37.85657,41.080591,4477,2021-02-01,BATMAN,GUNEYDOGU ANADOLU BOLGESI,2021
888.05,3368.25,108.93,20.98,3525.8,7912.01,0.04,0,1620.66,0,0,1620.66,2239.19,0.01,85042,465465264.6,40.255169,40.22488,40.272636,40.238261,40.242881,40.208762,3746,2021-02-01,BAYBURT,KARADENIZ BOLGESI,2021
1914,11999.07,155369.52,980.49,9918.57,180181.64,0.94,0,9150.42,0,0,9150.42,20014.73,0.08,228334,465465264.6,40.150131,29.983061,40.197617,30.013592,40.106243,29.956657,4179,2021-02-01,BILECIK,MARMARA BOLGESI,2021
1522.59,10489.19,3824.82,95.37,7819.03,23750.99,0.12,0,2458.01,0,0,2458.01,144618.27,0.61,283112,465465264.6,38.885349,40.498291,38.897963,40.525929,38.872987,40.477258,8003,2021-02-01,BINGOL,DOGU ANADOLU BOLGESI,2021
2367.15,12047.16,955,235.35,10894.79,26499.45,0.14,0,3058.39,0,0,3058.39,11118.54,0.05,352277,465465264.6,38.4,42.1166667,38.453638,42.148879,38.385312,42.09384,8294,2021-02-01,BITLIS,DOGU ANADOLU BOLGESI,2021
2639.85,17526.12,45730.93,5462.59,20461.13,91820.61,0.48,0,251.64,0,0,251.64,185102.16,0.78,320014,465465264.6,40.739479,31.611561,40.758004,31.658418,40.716802,31.573324,8313,2021-02-01,BOLU,KARADENIZ BOLGESI,2021
2519.07,13143.34,39703.28,1052.96,10929.53,67348.18,0.35,0,9531.42,0,0,9531.42,6108.95,0.03,273716,465465264.6,37.726909,30.288876,37.76375,30.336662,37.691433,30.191757,7175,2021-02-01,BURDUR,AKDENIZ BOLGESI,2021
7970.83,180333.65,617418.38,5313.91,172729.03,983765.8,5.15,0,4047.09,356.82,706.95,5110.85,844313.32,3.58,3147818,465465264.6,40.18257,29.06687,40.297194,29.211237,40.162997,28.85963,10813,2021-02-01,BURSA,MARMARA BOLGESI,2021
3758.33,34497.61,138772.38,1842.87,34203.36,213074.55,1.12,0,1409.42,0,3610.1,5019.52,2408443.78,10.2,557276,465465264.6,40.155312,26.41416,40.199462,26.457106,40.088086,26.378026,9817,2021-02-01,CANAKKALE,MARMARA BOLGESI,2021
2516.11,9340.68,26706.25,343.38,6784.07,45690.48,0.24,0,6603.77,0,0,6603.77,1964.57,0.01,196515,465465264.6,40.6,33.6166667,40.655159,33.684853,40.557709,33.596571,7542,2021-02-01,CANKIRI,IC ANADOLU BOLGESI,2021
3757.21,25756.77,17427.06,862.7,17632.02,65435.76,0.34,0,14755.73,0,0,14755.73,26648.49,0.11,526282,465465264.6,40.5505556,34.9555556,40.609317,35.006438,40.495214,34.887634,12428,2021-02-01,CORUM,KARADENIZ BOLGESI,2021
5263.74,62553.47,170638.58,1641.39,39540.31,279637.49,1.46,0,21319.85,0,0,21319.85,689379.41,2.92,1051056,465465264.6,37.77652,29.08639,37.847366,29.188915,37.716171,28.981373,12134,2021-02-01,DENIZLI,EGE BOLGESI,2021
5447.68,73888.74,48297.91,21097.26,55526.6,204258.19,1.07,0,9122.22,0.14,0,9122.36,378343.8,1.6,1791373,465465264.6,37.91441,40.230629,37.976174,40.245803,37.879624,40.106159,15101,2021-02-01,DIYARBAKIR,GUNEYDOGU ANADOLU BOLGESI,2021
2932.3,22022.93,42426.04,770.86,16176.74,84328.87,0.44,0,2.79,0,0,2.79,19845.03,0.08,400976,465465264.6,40.843849,31.15654,40.891762,31.195807,40.824717,31.106662,2492,2021-02-01,DUZCE,KARADENIZ BOLGESI,2021
2725.56,21274.5,33858.22,1680.4,28392.81,87931.5,0.46,0,594.76,0,140.94,735.7,51309.07,0.22,412115,465465264.6,41.6666667,26.5666667,41.697939,26.603093,41.649935,26.514059,6145,2021-02-01,EDIRNE,MARMARA BOLGESI,2021
3620.14,26497.8,26201.97,845.5,36552.07,93717.47,0.49,0,21952.02,0,0,21952.02,404206.69,1.71,588088,465465264.6,38.680969,39.226398,38.713568,39.277314,38.630564,39.133405,9383,2021-02-01,ELAZIG,DOGU ANADOLU BOLGESI,2021
3359.03,10244.76,26355.06,183.26,10857.55,50999.66,0.27,0,5727.74,0,0,5727.74,68119.26,0.29,237351,465465264.6,39.75,39.5,39.769164,39.531743,39.729884,39.460253,11815,2021-02-01,ERZINCAN,DOGU ANADOLU BOLGESI,2021
4284.39,31360.88,4169.32,34.64,29684.74,69533.97,0.36,0,10747.4,4.93,0,10752.33,37192.83,0.16,756893,465465264.6,39.9043189,41.2678853,39.954533,41.303594,39.866715,41.177093,25006,2021-02-01,ERZURUM,DOGU ANADOLU BOLGESI,2021
4780.62,53619.56,140241.37,2229.3,40636.24,241507.08,1.27,4792.72,19624.51,0,0,24417.22,58363.91,0.25,898369,465465264.6,39.784302,30.51922,39.816793,30.66769,39.724752,30.414084,13960,2021-02-01,ESKISEHIR,IC ANADOLU BOLGESI,2021
9374.63,110086.36,484149.95,1698.6,80936.55,686246.09,3.6,0,20905.62,0,0,20905.62,59481.65,0.25,2130432,465465264.6,37.06622,37.38332,37.113722,37.466958,37.005947,37.303709,6803,2021-02-01,GAZIANTEP,GUNEYDOGU ANADOLU BOLGESI,2021
5718.04,27954.87,5591.42,8.65,17228.85,56501.83,0.3,0,409.98,0,0,409.98,70172.5,0.3,450154,465465264.6,40.912811,38.38953,40.927995,38.450044,40.877876,38.309018,6972,2021-02-01,GIRESUN,KARADENIZ BOLGESI,2021
1949.7,5676.69,17670.47,32.47,4998.67,30328,0.16,0,190.61,0,0,190.61,29671.05,0.13,150119,465465264.6,40.4602778,39.4813889,40.471359,39.520641,40.430201,39.446914,6668,2021-02-01,GUMUSHANE,KARADENIZ BOLGESI,2021
1093.15,13232.02,82.5,1.04,12451.12,26859.83,0.14,0,0,0,0,0,3682.1,0.02,278218,465465264.6,37.5833333,43.7333333,37.601656,43.762257,37.551549,43.69809,7095,2021-02-01,HAKKARI,DOGU ANADOLU BOLGESI,2021
10960.75,116732.26,224266.52,2764.46,52463.96,407187.95,2.13,0,2480.93,0,98.1,2579.03,1312789.7,5.56,1670712,465465264.6,36.4018488,36.3498097,37.014921,36.697535,35.812692,35.779375,5524,2021-02-01,HATAY,AKDENIZ BOLGESI,2021
1281.54,7629.39,673.78,12.1,7053.55,16650.36,0.09,0,33.3,0,0,33.3,3469.92,0.01,203159,465465264.6,39.9166667,44.0333333,39.950163,44.092825,39.884109,43.980729,3664,2021-02-01,IGDIR,DOGU ANADOLU BOLGESI,2021
3612.65,24184.69,26268.8,610.48,21445.57,76122.18,0.4,0,16702.5,0,0,16702.5,67915.3,0.29,445678,465465264.6,37.7666667,30.55,37.830719,30.609197,37.73988,30.503673,8946,2021-02-01,ISPARTA,AKDENIZ BOLGESI,2021
51529.98,1093195.23,977724.68,788.89,1154503.48,3277742.24,17.17,0.18,146.16,0,497.63,643.96,636158.13,2.69,15840900,465465264.6,41.00527,28.97696,41.320786,29.456456,40.80275,27.971307,5461,2021-02-01,ISTANBUL,MARMARA BOLGESI,2021
19283.4,418408.47,516906,12404.61,271552.39,1238554.87,6.49,0.01,31499.91,0,769.48,32269.39,1238755.39,5.25,4425789,465465264.6,38.41885,27.12872,38.506773,27.304415,38.343157,27.017192,11891,2021-02-01,IZMIR,EGE BOLGESI,2021
6274.53,49163.24,193376.63,1388.49,39265.08,289467.98,1.52,0,26003.25,0,0,26003.25,643448.87,2.73,1171298,465465264.6,37.5833333,36.9333333,37.605261,36.997678,37.530309,36.829703,14520,2021-02-01,KAHRAMANMARAS,AKDENIZ BOLGESI,2021
2636.11,12043.63,27206.63,211.89,9066.78,51165.05,0.27,0,862.04,0,0,862.04,56329.19,0.24,249287,465465264.6,41.2,32.6333333,41.238129,32.675518,41.163014,32.592582,4142,2021-02-01,KARABUK,KARADENIZ BOLGESI,2021
1754.79,12463.43,21685.06,785.99,9385.07,46074.33,0.24,537.27,8890.59,0,0,9427.87,133168.26,0.56,258838,465465264.6,37.17593,33.228748,37.229373,33.334244,37.148257,33.166003,8678,2021-02-01,KARAMAN,IC ANADOLU BOLGESI,2021
1233.06,9912.37,3036.19,18.68,9916.08,24116.38,0.13,0,770.51,0,0,770.51,6683.43,0.03,281077,465465264.6,40.59267,43.077831,40.624843,43.1339,40.577484,43.056432,10193,2021-02-01,KARS,DOGU ANADOLU BOLGESI,2021
4862.67,20166.61,44819.78,195.54,15923.8,85968.4,0.45,11.62,819.79,0,0,831.41,10159.91,0.04,375592,465465264.6,41.38871,33.78273,41.436059,33.814989,41.350668,33.752901,13064,2021-02-01,KASTAMONU,KARADENIZ BOLGESI,2021
9699.52,69061.13,175338.11,736.19,48376.87,303211.82,1.59,0,44052.46,0,0,44052.46,136470.3,0.58,1434357,465465264.6,38.7333333,35.4833333,38.818797,35.627675,38.622002,35.304324,16970,2021-02-01,KAYSERI,IC ANADOLU BOLGESI,2021
1169.39,9965.9,19006.26,160.5,14301.75,44603.79,0.23,472.08,2915.47,0,0,3387.55,0,0,145826,465465264.6,36.718399,37.12122,36.747819,37.159541,36.702673,37.085183,1412,2021-02-01,KILIS,GUNEYDOGU ANADOLU BOLGESI,2021
2430.84,14617.72,18065.07,206.37,11355.12,46675.12,0.24,0,6840.61,0,0,6840.61,713255.02,3.02,275968,465465264.6,39.846821,33.515251,39.872843,33.597968,39.813802,33.468289,4791,2021-02-01,KIRIKKALE,IC ANADOLU BOLGESI,2021
2635.63,17211.01,130378.78,172.18,40962.89,191360.49,1,0,36.62,0,0,36.62,686458.31,2.91,366363,465465264.6,41.7333333,27.2166667,41.760054,27.24222,41.710615,27.182843,6459,2021-02-01,KIRKLARELI,MARMARA BOLGESI,2021
2108.55,11303.83,7750.51,896.02,9288.32,31347.23,0.16,222.06,6419.84,0,0,6641.9,45706.87,0.19,242944,465465264.6,39.15,34.1666667,39.203939,34.217743,39.081293,34.125532,6584,2021-02-01,KIRSEHIR,IC ANADOLU BOLGESI,2021
8743.15,127827.93,648058.65,1302.61,108437.02,894369.36,4.69,208.42,397.18,257.79,0,863.39,362954.69,1.54,2033441,465465264.6,40.8532704,29.8815203,41.20976,30.359684,40.532782,29.333462,3397,2021-02-01,KOCAELI,MARMARA BOLGESI,2021
14560.31,117774.13,195315.21,7934.6,92731.65,428315.89,2.24,0,73203.32,0,11.92,73215.24,134764.59,0.57,2277017,465465264.6,37.8666667,32.4833333,38.05063,32.680116,37.719031,32.338737,40838,2021-02-01,KONYA,IC ANADOLU BOLGESI,2021
4296.13,27021.62,86769.24,342.52,20909.7,139339.22,0.73,244.77,13768.93,0,0,14013.7,309026.32,1.31,578640,465465264.6,39.4166667,29.9833333,39.442718,30.066503,39.379473,29.919199,11634,2021-02-01,KUTAHYA,EGE BOLGESI,2021
5390.82,35161.35,53318.93,1153.79,32713.48,127738.37,0.67,1416.97,13123.77,0,0,14540.74,19372.08,0.08,808692,465465264.6,38.35519,38.30946,38.397559,38.453244,38.305123,38.232622,12259,2021-02-01,MALATYA,DOGU ANADOLU BOLGESI,2021
7024.81,87837.71,146037.3,5816.33,69097.89,315814.04,1.65,0,24596.94,0,0,24596.94,952948.32,4.04,1456626,465465264.6,38.619099,27.428921,38.642289,27.487976,38.602376,27.326086,13339,2021-02-01,MANISA,EGE BOLGESI,2021
3856.28,39332.01,30866.92,171811.17,26613.09,272479.47,1.43,0,2676.49,0,0,2676.49,176179.53,0.75,862757,465465264.6,37.3122361,40.735112,37.330554,40.764486,37.305109,40.716971,8780,2021-02-01,MARDIN,GUNEYDOGU ANADOLU BOLGESI,2021
12363.87,140110.61,141160.77,5644.03,85265.75,384545.03,2.01,5064.51,20414.28,0,0,25478.79,283429.49,1.2,1891145,465465264.6,36.8,34.6333333,36.878272,34.716702,36.699503,34.457655,16010,2021-02-01,MERSIN,AKDENIZ BOLGESI,2021
6704.81,120401.11,39460.35,5070.8,83045.82,254682.9,1.33,0,14292.8,0,0,14292.8,949457.37,4.02,1021141,465465264.6,37.2152778,28.3636111,37.22581,28.414498,37.194651,28.341279,12654,2021-02-01,MUGLA,EGE BOLGESI,2021
2208.16,13575.4,6345.93,84.59,9925.42,32139.5,0.17,0,631.83,0,0,631.83,93338.85,0.4,405228,465465264.6,38.7432926,41.5064823,38.783503,41.540625,38.718224,41.472306,8718,2021-02-01,MUS,DOGU ANADOLU BOLGESI,2021
3193.13,16817.05,10743.65,828.17,16265.69,47847.69,0.25,178.45,16955.73,0,0,17134.18,13890.89,0.06,308003,465465264.6,38.62442,34.723969,38.684107,34.764759,38.589047,34.669752,5485,2021-02-01,NEVSEHIR,IC ANADOLU BOLGESI,2021
3200.94,16553.66,49339.75,1165.29,13403.68,83663.32,0.44,0,18047.6,0,0,18047.6,7692.03,0.03,363725,465465264.6,37.9666667,34.6833333,37.979913,34.691585,37.956992,34.661906,7234,2021-02-01,NIGDE,IC ANADOLU BOLGESI,2021
6972.99,43563.58,29368.25,52.54,24112.17,104069.53,0.55,92.27,23.41,0,0,115.68,31098.7,0.13,760872,465465264.6,40.9833333,37.8833333,41.02034,37.978976,40.931631,37.825992,5914,2021-02-01,ORDU,KARADENIZ BOLGESI,2021
3238.81,30972.41,260602.87,168.48,18398.35,313380.92,1.64,0,9592.96,0,0,9592.96,125570.7,0.53,553012,465465264.6,37.06805,36.261589,37.104061,36.287941,37.04694,36.208034,3320,2021-02-01,OSMANIYE,AKDENIZ BOLGESI,2021
5245.28,22181.9,9149.05,0.04,15007.32,51583.58,0.27,0,0.02,571.5,0,571.52,30406.54,0.13,345662,465465264.6,41.02005,40.523449,41.046492,40.586802,41.010782,40.478578,3835,2021-02-01,RIZE,KARADENIZ BOLGESI,2021
6097.93,67850.22,203044.27,3451.34,53859.23,334302.99,1.75,0,6.6,0,0,6.6,57014.35,0.24,1060876,465465264.6,40.7568793,30.378138,40.825518,30.439832,40.686199,30.322138,4824,2021-02-01,SAKARYA,MARMARA BOLGESI,2021
9444.67,73231.28,116189.66,451.71,53272.27,252589.59,1.32,0,2133.41,0,421.08,2554.49,816708.39,3.46,1371274,465465264.6,41.292782,36.33128,41.344134,36.381205,41.235002,36.249519,9725,2021-02-01,SAMSUN,KARADENIZ BOLGESI,2021
6180.1,92840.02,45964.74,239389.7,65806.9,450181.45,2.36,0,51613.24,0,0,51613.24,248685.33,1.05,2143020,465465264.6,37.15,38.8,37.189639,38.840876,37.098274,38.767868,19242,2021-02-01,SANLIURFA,GUNEYDOGU ANADOLU BOLGESI,2021
1926.54,11337.59,14445.89,17.87,7792.73,35520.61,0.19,0,748.75,0,0,748.75,271528.29,1.15,331980,465465264.6,37.94429,41.93288,37.95594,41.963658,37.909671,41.872547,5717,2021-02-01,SIIRT,GUNEYDOGU ANADOLU BOLGESI,2021
2177.2,12051.22,5183.91,6.6,7603.07,27022,0.14,0,3.9,0,0,3.9,63812.69,0.27,218408,465465264.6,42.0264222,35.1550745,42.032135,35.194947,42.012675,35.115957,5717,2021-02-01,SINOP,KARADENIZ BOLGESI,2021
1541.8,18004.33,3362.7,876.38,22826.09,46611.3,0.24,0,2692.17,0,0,2692.17,203585.85,0.86,546589,465465264.6,37.5163889,42.4611111,37.533572,42.471127,37.500093,42.444631,7078,2021-02-01,SIRNAK,DOGU ANADOLU BOLGESI,2021
5451.93,27061.4,51686.99,445.87,23754.53,108400.73,0.57,0,9694.1,0,0,9694.1,255461.83,1.08,636121,465465264.6,39.747662,37.017879,39.783669,37.061673,39.699024,36.919858,28164,2021-02-01,SIVAS,IC ANADOLU BOLGESI,2021
8847.88,22576.91,471347.44,767.36,77149.06,580688.65,3.04,0,323.19,0,314.13,637.32,341130.85,1.44,1113400,465465264.6,40.9833333,27.5166667,40.996723,27.600252,40.937704,27.468993,6190,2021-02-01,TEKIRDAG,MARMARA BOLGESI,2021
4347.12,27078.07,15689.61,202.82,18252.35,65569.98,0.34,830.88,2143.46,0,597.03,3571.37,92454.12,0.39,602567,465465264.6,40.3166667,36.55,40.358932,36.593219,40.267868,36.469662,10042,2021-02-01,TOKAT,KARADENIZ BOLGESI,2021
8748.28,61342.42,16228.9,73.71,35183.45,121576.76,0.64,0,81.19,0,0,81.19,31717.45,0.13,816684,465465264.6,41,39.7333333,41.01237,39.82051,40.955736,39.652407,4628,2021-02-01,TRABZON,KARADENIZ BOLGESI,2021
973.03,3894.19,508,20.28,4899.63,10295.13,0.05,0,133.33,0,0,133.33,21575.24,0.09,83645,465465264.6,39.1079868,39.5401672,39.113477,39.55185,39.094534,39.530015,7582,2021-02-01,TUNCELI,DOGU ANADOLU BOLGESI,2021
2867.21,19576.51,115682.72,1684.09,15894.37,155704.91,0.82,0,11432.9,0,0,11432.9,19371.83,0.08,373183,465465264.6,38.682301,29.40819,38.71588,29.469838,38.630679,29.355936,5555,2021-02-01,USAK,EGE BOLGESI,2021
6005.21,44563.42,8132.61,110.15,28331.46,87142.85,0.46,0,4428.42,0,0,4428.42,14887.31,0.06,1141015,465465264.6,38.4941667,43.38,38.580314,43.455356,38.42188,43.269524,20921,2021-02-01,VAN,DOGU ANADOLU BOLGESI,2021
1346.34,18981.58,25251.51,626.46,15606.86,61812.75,0.32,663.27,2.8,0,0,666.08,93127.07,0.39,291001,465465264.6,40.65,29.2666667,40.66806,29.316536,40.634138,29.210233,798,2021-02-01,YALOVA,MARMARA BOLGESI,2021
4000.2,17189.37,14921.34,788.09,15209.91,52108.89,0.27,0,8997.64,0,0,8997.64,359.88,0,418500,465465264.6,39.82,34.8044444,39.838423,34.858236,39.798968,34.771094,13690,2021-02-01,YOZGAT,IC ANADOLU BOLGESI,2021
7105.56,32700.24,37427.96,224.4,19599.75,97057.9,0.51,1101.62,0,0,0,1101.62,1789639.18,7.58,589684,465465264.6,41.456409,31.798731,41.480784,31.874425,41.425296,31.757052,3342,2021-02-01,ZONGULDAK,KARADENIZ BOLGESI,2021
10274.05,147991.75,317559.66,6780.06,104725.96,587331.48,2.81,18.75,25810.47,0,0,25829.22,1719004.11,6.35,2263373,465465264.6,37,35.3213333,37.072004,35.461995,36.935523,35.174706,13844,2021-03-01,ADANA,AKDENIZ BOLGESI,2021
2814.61,22940.96,56530.19,928.82,18119.01,101333.58,0.49,0,25205.61,0,0,25205.61,91784.4,0.34,632148,465465264.6,37.7641667,38.2761667,37.825667,38.335465,37.717086,38.188188,7337,2021-03-01,ADIYAMAN,GUNEYDOGU ANADOLU BOLGESI,2021
5595.16,35457.74,76513.33,3735.86,35231.24,156533.32,0.75,0,50731.57,0,0,50731.57,129193.84,0.48,744179,465465264.6,38.76376,30.54034,38.802105,30.611167,38.714289,30.44232,14016,2021-03-01,AFYONKARAHISAR,EGE BOLGESI,2021
1405.99,19090.31,3693.88,4.54,13937.21,38131.93,0.18,0,3613.52,0,0,3613.52,47.5,0,524644,465465264.6,39.7216667,43.0566667,39.748605,43.085241,39.688144,43.001778,11099,2021-03-01,AGRI,DOGU ANADOLU BOLGESI,2021
2971.26,19231.79,28692.3,1376.95,14790.11,67062.4,0.32,5.33,19347.8,0,0,19353.13,4352.9,0.02,429069,465465264.6,38.36869,34.03698,38.446724,34.088698,38.297012,33.932515,7659,2021-03-01,AKSARAY,IC ANADOLU BOLGESI,2021
